# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 25 18:51:06 2019
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
Kepler-580 b,Transit,8.22241966,0.00000979,-0.00000979,0,,,,,,,,,,,,,0.229,0.026,-0.012,0,,,,,4298.00,49.14,-38.09,0,0.67,0.03,-0.03,0,0.64,0.02,-0.02,0,,,,,,,,
Kepler-581 b,Transit,40.60698210,0.00017440,-0.00017440,0,,,,,,,,,,,,,0.235,0.050,-0.026,0,,,,,5772.00,199.71,-191.78,0,1.00,0.08,-0.07,0,1.00,0.21,-0.11,0,,,,,,,,
Kepler-582 b,Transit,18.49235668,0.00002487,-0.00002487,0,,,,,,,,,,,,,0.328,0.049,-0.030,0,,,,,5564.00,218.22,-211.72,0,0.93,0.07,-0.07,0,0.91,0.13,-0.08,0,,,,,,,,
Kepler-583 b,Transit,6.51002530,0.00001381,-0.00001381,0,,,,,,,,,,,,,0.203,0.026,-0.013,0,,,,,5523.00,76.28,-106.08,0,0.94,0.04,-0.04,0,0.91,0.11,-0.06,0,,,,,,,,
Kepler-584 b,Transit,35.18103040,0.00009392,-0.00009392,0,,,,,,,,,,,,,0.376,0.142,-0.050,0,,,,,6195.00,110.21,-104.28,0,1.17,0.15,-0.09,0,1.24,0.46,-0.15,0,,,,,,,,
Kepler-585 b,Transit,2.75235975,0.00000142,-0.00000142,0,,,,,,,,,,,,,0.252,0.049,-0.024,0,,,,,5593.00,85.61,-77.08,0,0.96,0.06,-0.05,0,0.93,0.18,-0.06,0,,,,,,,,
Kepler-586 b,Transit,2.10472218,0.00000092,-0.00000092,0,,,,,,,,,,,,,0.249,0.032,-0.018,0,,,,,5575.00,149.33,-103.88,0,0.94,0.05,-0.05,0,0.92,0.12,-0.07,0,,,,,,,,
Kepler-587 b,Transit,10.94027841,0.00002949,-0.00002949,0,,,,,,,,,,,,,0.199,0.057,-0.015,0,,,,,5549.00,77.03,-70.06,0,0.92,0.04,-0.05,0,0.89,0.12,-0.06,0,,,,,,,,
Kepler-588 b,Transit,4.22162536,0.00000475,-0.00000475,0,,,,,,,,,,,,,0.235,0.045,-0.020,0,,,,,5835.00,73.84,-83.13,0,1.01,0.05,-0.07,0,1.00,0.19,-0.08,0,,,,,,,,
Kepler-589 b,Transit,16.54964934,0.00004571,-0.00004571,0,,,,,,,,,,,,,0.203,0.016,-0.011,0,,,,,5296.00,61.13,-62.17,0,0.88,0.03,-0.04,0,0.83,0.06,-0.04,0,,,,,,,,
Kepler-59 b,Transit,11.86817070,0.00036000,-0.00036000,0,,,,,,,,,2.05000,,,1,0.098,,,0,,,,,6074.00,,,0,1.04,,,0,0.94,,,0,,,,,,,,
Kepler-59 c,Transit,17.98012350,0.00030000,-0.00030000,0,,,,,,,,,1.37000,,,1,0.177,,,0,,,,,6074.00,,,0,1.04,,,0,0.94,,,0,,,,,,,,
Kepler-590 b,Transit,5.85296257,0.00000474,-0.00000474,0,,,,,,,,,,,,,0.359,0.097,-0.045,0,,,,,6000.00,107.67,-147.47,0,1.10,0.09,-0.08,0,1.15,0.31,-0.14,0,,,,,,,,
Kepler-591 b,Transit,81.16942990,0.00031990,-0.00031990,0,,,,,,,,,,,,,0.302,0.049,-0.022,0,,,,,5677.00,66.16,-71.43,0,0.97,0.04,-0.04,0,0.94,0.13,-0.06,0,,,,,,,,
Kepler-592 b,Transit,2.82019241,0.00000379,-0.00000379,0,,,,,,,,,,,,,0.213,0.052,-0.022,0,,,,,5913.00,83.30,-74.23,0,1.04,0.06,-0.07,0,1.04,0.25,-0.10,0,,,,,,,,
Kepler-593 b,Transit,21.21708973,0.00005927,-0.00005927,0,,,,,,,,,,,,,0.256,0.062,-0.026,0,,,,,5967.00,96.47,-113.06,0,1.08,0.08,-0.07,0,1.10,0.26,-0.11,0,,,,,,,,
Kepler-594 b,Transit,13.64618192,0.00003489,-0.00003489,0,,,,,,,,,,,,,0.194,0.020,-0.013,0,,,,,5485.00,80.49,-94.00,0,0.91,0.04,-0.05,0,0.87,0.08,-0.06,0,,,,,,,,
Kepler-595 b,Transit,25.30292332,0.00003003,-0.00003003,0,,,,,,,,,,,,,0.340,0.025,-0.015,0,,,,,5247.00,59.03,-79.67,0,0.87,0.04,-0.04,0,0.83,0.06,-0.04,0,,,,,,,,
Kepler-596 b,Transit,21.30022655,0.00004193,-0.00004193,0,,,,,,,,,,,,,0.309,0.145,-0.042,0,,,,,6267.00,109.70,-108.73,0,1.21,0.19,-0.10,0,1.32,0.62,-0.18,0,,,,,,,,
Kepler-597 b,Transit,13.02365861,0.00002728,-0.00002728,0,,,,,,,,,,,,,0.211,0.029,-0.012,0,,,,,5683.00,69.29,-59.31,0,0.97,0.04,-0.04,0,0.95,0.06,-0.05,0,,,,,,,,
Kepler-598 b,Transit,3.70175428,0.00000971,-0.00000971,0,,,,,,,,,,,,,0.134,0.011,-0.008,0,,,,,5307.00,87.96,-72.88,0,0.87,0.04,-0.04,0,0.86,0.06,-0.04,0,,,,,,,,
Kepler-599 b,Transit,15.65562652,0.00003161,-0.00003161,0,,,,,,,,,,,,,0.253,0.013,-0.029,0,,,,,5127.00,78.75,-90.28,0,0.83,0.04,-0.04,0,0.79,0.04,-0.04,0,,,,,,,,
Kepler-6 b,Transit,3.23469960,0.00000040,-0.00000040,0,0.048520,0.000740,-0.001330,0,,,,,0.66800,0.03800,-0.03500,0,1.304,0.018,-0.033,0,0.40000,0.06000,-0.04000,0,5647.00,44.00,-44.00,0,1.21,0.04,-0.04,0,1.39,0.02,-0.03,0,1460,10,-10,0,,,,
Kepler-60 b,Transit,7.13340000,0.00010000,-0.00010000,0,,,,,,,,,0.01318,0.00176,-0.00164,0,0.153,0.012,-0.012,0,4.62000,1.40000,-1.10000,0,5905.00,144.00,-144.00,0,1.04,0.08,-0.08,0,1.26,0.09,-0.09,0,,,,,,,,
Kepler-60 c,Transit,8.91870000,0.00020000,-0.00020000,0,,,,,,,,,0.01211,0.00255,-0.00255,0,0.170,0.013,-0.013,0,3.06000,1.14000,-0.86000,0,5905.00,144.00,-144.00,0,1.04,0.08,-0.08,0,1.26,0.09,-0.09,0,,,,,,,,
Kepler-60 d,Transit,11.89810000,0.00020000,-0.00020000,0,,,,,,,,,0.01309,0.00264,-0.00236,0,0.178,0.014,-0.014,0,2.91000,1.03000,-0.78000,0,5905.00,144.00,-144.00,0,1.04,0.08,-0.08,0,1.26,0.09,-0.09,0,,,,,,,,
Kepler-600 b,Transit,23.67517607,0.00005668,-0.00005668,0,,,,,,,,,,,,,0.259,0.019,-0.035,0,,,,,5279.00,104.56,-92.37,0,0.84,0.05,-0.05,0,0.81,0.06,-0.06,0,,,,,,,,
Kepler-601 b,Transit,5.37886844,0.00000727,-0.00000727,0,,,,,,,,,,,,,0.170,0.024,-0.016,0,,,,,5160.00,61.57,-46.75,0,0.85,0.03,-0.03,0,0.79,0.02,-0.02,0,,,,,,,,
Kepler-602 b,Transit,15.28469497,0.00006919,-0.00006919,0,,,,,,,,,,,,,0.186,0.058,-0.029,0,,,,,6062.00,218.54,-238.63,0,1.08,0.14,-0.10,0,1.13,0.35,-0.17,0,,,,,,,,
Kepler-603 b,Transit,21.05358596,0.00008943,-0.00008943,0,,,,,,,,,,,,,0.236,0.053,-0.023,0,,,,,5808.00,90.04,-142.55,0,1.01,0.06,-0.06,0,1.01,0.23,-0.10,0,,,,,,,,
Kepler-603 c,Transit,127.90757740,0.00049990,-0.00049990,0,,,,,,,,,,,,,0.580,0.132,-0.055,0,,,,,5808.00,90.04,-142.55,0,1.01,0.06,-0.06,0,1.01,0.23,-0.10,0,,,,,,,,
Kepler-603 d,Transit,6.21712920,0.00004234,-0.00004234,0,,,,,,,,,,,,,0.118,0.022,-0.012,0,,,,,5808.00,90.04,-142.55,0,1.01,0.06,-0.06,0,1.01,0.23,-0.10,0,,,,,,,,
Kepler-604 b,Transit,25.85501786,0.00009434,-0.00009434,0,,,,,,,,,,,,,0.231,0.044,-0.024,0,,,,,5890.00,174.40,-159.73,0,1.02,0.08,-0.07,0,1.03,0.19,-0.11,0,,,,,,,,
Kepler-605 b,Transit,3.38353807,0.00000511,-0.00000511,0,,,,,,,,,,,,,0.128,0.015,-0.008,0,,,,,5462.00,67.28,-73.73,0,0.91,0.04,-0.04,0,0.88,0.10,-0.05,0,,,,,,,,
Kepler-605 c,Transit,2.35895152,0.00000837,-0.00000837,0,,,,,,,,,,,,,0.077,0.010,-0.005,0,,,,,5462.00,67.28,-73.73,0,0.91,0.04,-0.04,0,0.88,0.10,-0.05,0,,,,,,,,
Kepler-606 b,Transit,24.31575992,0.00007998,-0.00007998,0,,,,,,,,,,,,,0.295,0.113,-0.045,0,,,,,6161.00,194.78,-227.56,0,1.13,0.17,-0.10,0,1.22,0.45,-0.18,0,,,,,,,,
Kepler-607 b,Transit,0.63816320,0.00000168,-0.00000168,0,,,,,,,,,,,,,0.078,0.005,-0.006,0,,,,,5196.00,94.48,-118.36,0,0.84,0.04,-0.04,0,0.80,0.05,-0.04,0,,,,,,,,
Kepler-608 b,Transit,6.41251504,0.00000542,-0.00000542,0,,,,,,,,,,,,,0.325,0.064,-0.039,0,,,,,5820.00,226.58,-187.94,0,1.00,0.09,-0.07,0,1.01,0.20,-0.11,0,,,,,,,,
Kepler-609 b,Transit,6.52121067,0.00000864,-0.00000864,0,,,,,,,,,,,,,0.299,0.095,-0.039,0,,,,,5971.00,125.14,-171.10,0,1.09,0.09,-0.08,0,1.14,0.35,-0.14,0,,,,,,,,
Kepler-61 b,Transit,59.87756000,0.00020000,-0.00020000,0,,,,,0.250000,,,1,,,,,0.192,0.012,-0.012,0,,,,,4017.00,68.00,-150.00,0,0.64,0.04,-0.04,0,0.62,0.02,-0.05,0,273,13,-13,0,,,,
Kepler-610 b,Transit,6.99692655,0.00000559,-0.00000559,0,,,,,,,,,,,,,0.374,0.103,-0.040,0,,,,,5943.00,91.96,-127.26,0,1.10,0.09,-0.07,0,1.13,0.31,-0.12,0,,,,,,,,
Kepler-610 c,Transit,151.86392000,0.00111800,-0.00111800,0,,,,,,,,,,,,,0.294,0.075,-0.033,0,,,,,5943.00,91.96,-127.26,0,1.10,0.09,-0.07,0,1.13,0.31,-0.12,0,,,,,,,,
Kepler-611 b,Transit,2.43703330,0.00000503,-0.00000503,0,,,,,,,,,,,,,0.147,0.045,-0.013,0,,,,,5761.00,64.93,-69.42,0,1.01,0.05,-0.05,0,1.01,0.24,-0.09,0,,,,,,,,
Kepler-612 b,Transit,3.72215641,0.00000376,-0.00000376,0,,,,,,,,,,,,,0.253,0.059,-0.024,0,,,,,5693.00,92.70,-129.13,0,0.98,0.05,-0.05,0,0.96,0.17,-0.08,0,,,,,,,,
Kepler-613 b,Transit,15.77979614,0.00004258,-0.00004258,0,,,,,,,,,,,,,0.204,0.036,-0.015,0,,,,,5723.00,68.68,-67.42,0,0.98,0.05,-0.05,0,0.96,0.17,-0.07,0,,,,,,,,
Kepler-614 b,Transit,14.03491514,0.00002597,-0.00002597,0,,,,,,,,,,,,,0.213,0.018,-0.015,0,,,,,5268.00,186.36,-125.95,0,0.85,0.05,-0.05,0,0.81,0.07,-0.05,0,,,,,,,,
Kepler-615 b,Transit,10.35584657,0.00001854,-0.00001854,0,,,,,,,,,,,,,0.155,0.008,-0.009,0,,,,,4655.00,41.24,-43.29,0,0.73,0.04,-0.04,0,0.69,0.03,-0.04,0,,,,,,,,
Kepler-616 b,Transit,9.99761851,0.00002138,-0.00002138,0,,,,,,,,,,,,,0.217,0.029,-0.018,0,,,,,5753.00,133.18,-101.52,0,0.98,0.06,-0.05,0,0.97,0.13,-0.08,0,,,,,,,,
Kepler-616 c,Transit,90.41135560,0.00045220,-0.00045220,0,,,,,,,,,,,,,0.304,0.051,-0.027,0,,,,,5753.00,133.18,-101.52,0,0.98,0.06,-0.05,0,0.97,0.13,-0.08,0,,,,,,,,
Kepler-617 b,Transit,1.68269615,0.00000111,-0.00000111,0,,,,,,,,,,,,,0.118,0.006,-0.006,0,,,,,3712.00,33.92,-33.35,0,0.51,0.02,-0.03,0,0.48,0.02,-0.03,0,,,,,,,,
Kepler-618 b,Transit,3.59576964,0.00000882,-0.00000882,0,,,,,,,,,,,,,0.232,0.070,-0.037,0,,,,,5860.00,67.09,-79.66,0,1.05,0.07,-0.05,0,1.08,0.33,-0.11,0,,,,,,,,
Kepler-619 b,Transit,5.40427220,0.00000555,-0.00000555,0,,,,,,,,,,,,,0.282,0.058,-0.028,0,,,,,5980.00,106.44,-113.14,0,1.09,0.07,-0.06,0,1.11,0.23,-0.11,0,,,,,,,,
Kepler-619 c,Transit,1.20846503,0.00000167,-0.00000167,0,,,,,,,,,,,,,0.151,0.035,-0.015,0,,,,,5980.00,106.44,-113.14,0,1.09,0.07,-0.06,0,1.11,0.23,-0.11,0,,,,,,,,
Kepler-62 b,Transit,5.71493200,0.00000900,-0.00000900,0,0.055300,0.000500,-0.000500,0,,,,,0.03000,,,1,0.117,0.004,-0.004,0,,,,,4925.00,70.00,-70.00,0,0.69,0.02,-0.02,0,0.64,0.02,-0.02,0,750,41,-41,0,-0.678,0.040,-0.043,0
Kepler-62 c,Transit,12.44170000,0.00010000,-0.00010000,0,0.092900,0.000900,-0.000900,0,,,,,0.01300,,,1,0.048,0.003,-0.003,0,,,,,4925.00,70.00,-70.00,0,0.69,0.02,-0.02,0,0.64,0.02,-0.02,0,578,31,-31,0,-0.678,0.040,-0.043,0
Kepler-62 d,Transit,18.16406000,0.00002000,-0.00002000,0,0.120000,0.001000,-0.001000,0,,,,,0.04400,,,1,0.174,0.006,-0.006,0,,,,,4925.00,70.00,-70.00,0,0.69,0.02,-0.02,0,0.64,0.02,-0.02,0,510,28,-28,0,-0.678,0.040,-0.043,0
Kepler-62 e,Transit,122.38740000,0.00080000,-0.00080000,0,0.427000,0.004000,-0.004000,0,,,,,0.11300,,,1,0.144,0.004,-0.004,0,,,,,4925.00,70.00,-70.00,0,0.69,0.02,-0.02,0,0.64,0.02,-0.02,0,270,15,-15,0,-0.678,0.040,-0.043,0
Kepler-62 f,Transit,267.29100000,0.00500000,-0.00500000,0,0.718000,0.007000,-0.007000,0,,,,,0.11000,,,1,0.126,0.006,-0.006,0,,,,,4925.00,70.00,-70.00,0,0.69,0.02,-0.02,0,0.64,0.02,-0.02,0,208,11,-11,0,-0.678,0.040,-0.043,0
Kepler-620 b,Transit,12.91375431,0.00004951,-0.00004951,0,,,,,,,,,,,,,0.296,0.109,-0.062,0,,,,,6155.00,120.88,-147.72,0,1.15,0.15,-0.08,0,1.22,0.45,-0.16,0,,,,,,,,
Kepler-621 b,Transit,2.62811375,0.00000177,-0.00000177,0,,,,,,,,,,,,,0.205,0.006,-0.017,0,,,,,4521.00,73.87,-51.47,0,0.72,0.02,-0.03,0,0.68,0.02,-0.02,0,,,,,,,,
Kepler-622 b,Transit,14.28226676,0.00002663,-0.00002663,0,,,,,,,,,,,,,0.190,0.025,-0.014,0,,,,,4201.00,46.67,-36.96,0,0.64,0.03,-0.03,0,0.61,0.02,-0.02,0,,,,,,,,
Kepler-623 b,Transit,9.07097734,0.00001283,-0.00001283,0,,,,,,,,,,,,,0.269,0.030,-0.019,0,,,,,5443.00,103.28,-85.59,0,0.90,0.04,-0.05,0,0.86,0.10,-0.06,0,,,,,,,,
Kepler-624 b,Transit,14.58649607,0.00002876,-0.00002876,0,,,,,,,,,,,,,0.206,0.029,-0.021,0,,,,,6117.00,70.67,-63.28,0,1.10,0.05,-0.06,0,1.18,0.17,-0.11,0,,,,,,,,
Kepler-625 b,Transit,7.75192492,0.00001063,-0.00001063,0,,,,,,,,,,,,,0.178,0.005,-0.004,0,,,,,5789.00,46.81,-43.94,0,1.04,0.02,-0.02,0,0.96,0.03,-0.02,0,,,,,,,,
Kepler-625 c,Transit,4.16536510,0.00001304,-0.00001304,0,,,,,,,,,,,,,0.094,0.004,-0.003,0,,,,,5789.00,46.81,-43.94,0,1.04,0.02,-0.02,0,0.96,0.03,-0.02,0,,,,,,,,
Kepler-626 b,Transit,14.48585199,0.00002363,-0.00002363,0,,,,,,,,,,,,,0.204,0.025,-0.018,0,,,,,5813.00,93.83,-94.62,0,1.01,0.05,-0.04,0,1.05,0.12,-0.09,0,,,,,,,,
Kepler-627 b,Transit,40.69944430,0.00017830,-0.00017830,0,,,,,,,,,,,,,0.333,0.143,-0.073,0,,,,,6424.00,160.13,-213.39,0,1.30,0.21,-0.14,0,1.49,0.64,-0.27,0,,,,,,,,
Kepler-628 b,Transit,15.45805670,0.00000295,-0.00000295,0,,,,,,,,,,,,,0.749,0.145,-0.126,0,,,,,5721.00,47.04,-51.36,0,1.00,0.05,-0.04,0,1.28,0.25,-0.21,0,,,,,,,,
Kepler-629 b,Transit,7.23858540,0.00001180,-0.00001180,0,,,,,,,,,,,,,0.123,0.005,-0.004,0,,,,,5444.00,71.98,-60.20,0,0.93,0.03,-0.03,0,0.84,0.02,-0.02,0,,,,,,,,
Kepler-63 b,Transit,9.43415050,0.00000100,-0.00000100,0,0.080000,0.002000,-0.002000,0,0.450000,,,1,0.37800,,,1,0.545,0.018,-0.018,0,3.00000,,,1,5576.00,50.00,-50.00,0,0.98,0.04,-0.04,0,0.90,0.03,-0.02,0,,,,,-0.157,0.045,-0.038,0
Kepler-630 b,Transit,161.47439370,0.00090110,-0.00090110,0,,,,,,,,,,,,,0.284,0.030,-0.030,0,,,,,5829.00,97.42,-98.87,0,1.02,0.04,-0.04,0,1.04,0.11,-0.08,0,,,,,,,,
Kepler-631 b,Transit,17.97979059,0.00003770,-0.00003770,0,,,,,,,,,,,,,0.259,0.029,-0.021,0,,,,,6185.00,85.62,-75.47,0,1.24,0.05,-0.05,0,1.33,0.14,-0.10,0,,,,,,,,
Kepler-632 b,Transit,30.99660733,0.00004756,-0.00004756,0,,,,,,,,,,,,,0.197,0.029,-0.007,0,,,,,5322.00,89.61,-82.67,0,0.91,0.03,-0.03,0,0.84,0.02,-0.02,0,,,,,,,,
Kepler-633 b,Transit,8.50340718,0.00002680,-0.00002680,0,,,,,,,,,,,,,0.145,0.028,-0.019,0,,,,,5899.00,86.22,-91.57,0,1.02,0.06,-0.06,0,1.15,0.21,-0.14,0,,,,,,,,
Kepler-634 b,Transit,5.16950177,0.00001029,-0.00001029,0,,,,,,,,,,,,,0.169,0.027,-0.022,0,,,,,6075.00,86.22,-77.53,0,1.03,0.09,-0.07,0,1.24,0.19,-0.16,0,,,,,,,,
Kepler-635 b,Transit,23.44971004,0.00007672,-0.00007672,0,,,,,,,,,,,,,0.236,0.032,-0.024,0,,,,,6174.00,70.40,-82.75,0,1.33,0.06,-0.05,0,1.51,0.20,-0.15,0,,,,,,,,
Kepler-636 b,Transit,16.08066115,0.00000560,-0.00000560,0,,,,,,,,,,,,,0.397,0.012,-0.012,0,,,,,5203.00,56.47,-72.86,0,0.85,0.03,-0.04,0,0.80,0.02,-0.02,0,,,,,,,,
Kepler-637 b,Transit,23.20584623,0.00005368,-0.00005368,0,,,,,,,,,,,,,0.424,0.045,-0.050,0,,,,,6096.00,46.96,-44.44,0,1.64,0.07,-0.10,0,2.56,0.27,-0.30,0,,,,,,,,
Kepler-638 b,Transit,6.07972888,0.00001513,-0.00001513,0,,,,,,,,,,,,,0.163,0.050,-0.028,0,,,,,5382.00,50.10,-59.39,0,0.88,0.04,-0.04,0,0.93,0.29,-0.09,0,,,,,,,,
Kepler-639 b,Transit,10.21420496,0.00002131,-0.00002131,0,,,,,,,,,,,,,0.212,0.049,-0.030,0,,,,,5896.00,76.96,-59.62,0,1.14,0.09,-0.06,0,1.29,0.26,-0.18,0,,,,,,,,
Kepler-640 b,Transit,22.24813967,0.00003515,-0.00003515,0,,,,,,,,,,,,,0.228,0.007,-0.020,0,,,,,5653.00,72.44,-62.83,0,1.01,0.03,-0.03,0,0.94,0.03,-0.03,0,,,,,,,,
Kepler-641 b,Transit,9.48961571,0.00002398,-0.00002398,0,,,,,,,,,,,,,0.165,0.028,-0.022,0,,,,,5713.00,81.57,-83.52,0,1.02,0.05,-0.04,0,1.13,0.19,-0.14,0,,,,,,,,
Kepler-642 b,Transit,4.41745855,0.00000660,-0.00000660,0,,,,,,,,,,,,,0.259,0.116,-0.050,0,,,,,6570.00,133.26,-201.09,0,1.40,0.23,-0.16,0,1.66,0.74,-0.32,0,,,,,,,,
Kepler-643 b,Transit,16.33889626,0.00001826,-0.00001826,0,,,,,,,,,,,,,0.906,0.031,-0.024,0,,,,,4908.00,45.26,-47.77,0,1.00,0.07,-0.04,0,2.52,0.08,-0.07,0,,,,,,,,
Kepler-644 b,Transit,3.17391710,0.00000423,-0.00000423,0,,,,,,,,,,,,,0.281,0.103,-0.054,0,,,,,6747.00,156.03,-238.58,0,1.49,0.22,-0.17,0,1.81,0.67,-0.35,0,,,,,,,,
Kepler-645 b,Transit,3.27582262,0.00000477,-0.00000477,0,,,,,,,,,,,,,0.187,0.056,-0.025,0,,,,,6170.00,144.24,-162.10,0,1.13,0.14,-0.09,0,1.21,0.36,-0.16,0,,,,,,,,
Kepler-646 b,Transit,15.87364565,0.00004300,-0.00004300,0,,,,,,,,,,,,,0.178,0.033,-0.017,0,,,,,5634.00,117.96,-139.42,0,0.93,0.06,-0.06,0,0.91,0.13,-0.08,0,,,,,,,,
Kepler-647 b,Transit,16.22546490,0.00015560,-0.00015560,0,,,,,,,,,,,,,0.104,0.012,-0.010,0,,,,,6020.00,81.21,-72.51,0,1.03,0.06,-0.05,0,1.07,0.13,-0.09,0,,,,,,,,
Kepler-648 b,Transit,17.42117490,0.00002066,-0.00002066,0,,,,,,,,,,,,,0.287,0.011,-0.021,0,,,,,5741.00,54.98,-51.62,0,1.05,0.03,-0.03,0,0.98,0.03,-0.03,0,,,,,,,,
Kepler-649 b,Transit,29.90722674,0.00005373,-0.00005373,0,,,,,,,,,,,,,0.202,0.012,-0.011,0,,,,,5871.00,62.24,-54.67,0,0.97,0.04,-0.05,0,0.94,0.06,-0.05,0,,,,,,,,
Kepler-65 b,Transit,2.15491000,0.00000500,-0.00000500,0,0.035000,0.002000,-0.001000,0,,,,,,,,,0.127,0.003,-0.003,0,,,,,6211.00,66.00,-66.00,0,1.25,0.06,-0.06,0,1.41,0.03,-0.03,0,,,,,,,,
Kepler-65 c,Transit,5.85994400,0.00000300,-0.00000300,0,0.068000,0.004000,-0.002000,0,,,,,,,,,0.230,0.005,-0.005,0,,,,,6211.00,66.00,-66.00,0,1.25,0.06,-0.06,0,1.41,0.03,-0.03,0,,,,,,,,
Kepler-65 d,Transit,8.13123000,0.00002000,-0.00002000,0,0.084000,0.006000,-0.002000,0,,,,,,,,,0.136,0.004,-0.004,0,,,,,6211.00,66.00,-66.00,0,1.25,0.06,-0.06,0,1.41,0.03,-0.03,0,,,,,,,,
Kepler-650 b,Transit,3.03214559,0.00000331,-0.00000331,0,,,,,,,,,,,,,0.264,0.045,-0.040,0,,,,,5849.00,64.94,-77.61,0,1.08,0.08,-0.05,0,1.35,0.23,-0.21,0,,,,,,,,
Kepler-651 b,Transit,21.38521506,0.00003880,-0.00003880,0,,,,,,,,,,,,,0.211,0.020,-0.012,0,,,,,5522.00,64.16,-54.30,0,0.92,0.03,-0.04,0,0.87,0.04,-0.03,0,,,,,,,,
Kepler-652 b,Transit,4.18200253,0.00000172,-0.00000172,0,,,,,,,,,,,,,0.222,0.005,-0.004,0,,,,,5490.00,43.22,-40.88,0,0.97,0.02,-0.02,0,0.88,0.02,-0.01,0,,,,,,,,
Kepler-653 b,Transit,14.70748976,0.00003759,-0.00003759,0,,,,,,,,,,,,,0.174,0.026,-0.023,0,,,,,5665.00,54.97,-60.88,0,1.02,0.05,-0.04,0,1.19,0.17,-0.16,0,,,,,,,,
Kepler-653 c,Transit,0.90037648,0.00000363,-0.00000363,0,,,,,,,,,,,,,0.070,0.012,-0.011,0,,,,,5665.00,54.97,-60.88,0,1.02,0.05,-0.04,0,1.19,0.17,-0.16,0,,,,,,,,
